,price,mark,model,year,mileage,engine_capacity,transmission,drive,hand_drive,fuel
1177,1008,toyota,alphard,2003,103338,2400,at,2wd,rhd,gasoline
1178,1008,toyota,ist,2004,80109,1300,at,2wd,rhd,gasoline
1179,1008,toyota,allex,2005,31110,1800,at,2wd,rhd,gasoline
1180,1008,toyota,alphard,2005,98367,2400,at,2wd,rhd,gasoline
1181,1009,mitsubishi,minicab truck,1994,37000,650,mt,2wd,rhd,gasoline
1182,1009,subaru,sambar,1993,96000,650,mt,4wd,rhd,gasoline
1183,1009,honda,step wgn,1997,95000,1970,at,2wd,rhd,gasoline
1184,1010,toyota,ractis,2009,80000,1290,at,2wd,rhd,gasoline
1185,1010,mazda,demio,2008,85000,1300,at,2wd,rhd,gasoline
1186,1010,toyota,vitz,2005,72000,1000,at,2wd,rhd,gasoline
1187,1010,toyota,crown,2007,124540,2500,at,2wd,rhd,gasoline
1188,1010,toyota,vitz,2007,127000,1300,at,2wd,rhd,gasoline
1189,1010,honda,fit,2007,139000,1500,at,2wd,rhd,gasoline
1190,1010,honda,fit,2003,56000,1300,at,2wd,rhd,gasoline
1191,1010,nissan,march,2003,62000,1200,at,2wd,rhd,gasoline
1192,1010,toyota,passo,2007,96000,1000,at,2wd,rhd,gasoline
1193,1010,toyota,passo,2007,63000,1000,at,2wd,rhd,gasoline
1194,1016,honda,fit,2009,109000,1300,at,2wd,rhd,gasoline
1195,1017,toyota,ist,2003,59212,1500,at,2wd,rhd,gasoline
1196,1017,toyota,vitz,2007,72000,1000,at,2wd,rhd,gasoline
1197,1017,honda,fit,2009,115000,1300,at,2wd,rhd,gasoline
1198,1017,daihatsu,mira,2005,112260,660,at,2wd,rhd,gasoline
1199,1019,toyota,brevis,2001,54830,2500,at,2wd,rhd,gasoline
1200,1019,toyota,brevis,2003,23809,2500,at,2wd,rhd,gasoline
1201,1020,toyota,ractis,2006,39163,1500,at,2wd,rhd,gasoline
1202,1020,mazda,demio,2009,77494,1300,at,2wd,rhd,gasoline
1203,1020,volkswagen,golf,2006,63000,1600,at,2wd,rhd,gasoline
1204,1020,toyota,vitz,2005,59000,1300,at,2wd,rhd,gasoline
1205,1020,toyota,vitz,2007,98000,1000,cvt,2wd,rhd,gasoline
1206,1026,toyota,ractis,2008,53052,1296,at,2wd,rhd,gasoline
1207,1026,toyota,mark x,2007,123620,2499,at,2wd,rhd,gasoline
1208,1026,toyota,ist,2003,62210,1496,at,2wd,rhd,gasoline
1209,1026,toyota,ractis,2007,31800,1496,at,2wd,rhd,gasoline
1210,1026,mazda,verisa,2005,46675,1500,at,2wd,rhd,gasoline
1211,1026,toyota,mark ii,1998,81571,2000,mt,2wd,rhd,gasoline
1212,1026,suzuki,splash,2009,106097,1242,at,2wd,rhd,gasoline
1213,1026,nissan,note,2007,105687,1498,at,2wd,rhd,gasoline
1214,1026,toyota,passo,2005,53183,1300,at,2wd,rhd,gasoline
1215,1026,nissan,tiida,2009,100044,1490,at,2wd,rhd,gasoline
1216,1026,toyota,vitz,2009,91000,1300,at,2wd,rhd,gasoline
1217,1026,mazda,verisa,2004,59055,1490,at,2wd,rhd,gasoline
1218,1026,toyota,mark x,2005,112200,2500,at,2wd,rhd,gasoline
1219,1026,mazda,titan dash,2007,229788,1990,at,2wd,rhd,gasoline
1220,1026,nissan,march,2002,44610,1200,at,2wd,rhd,gasoline
1221,1026,toyota,mark ii,2001,99800,2000,at,2wd,rhd,gasoline
1222,1027,toyota,voxy,2009,129880,1986,at,2wd,rhd,gasoline
1223,1029,nissan,clipper truck,2007,101000,660,mt,2wd,rhd,gasoline
1224,1030,honda,fit,2010,58000,1300,at,2wd,rhd,gasoline
1225,1030,toyota,vitz,2005,84000,1000,at,2wd,rhd,gasoline
1226,1030,honda,fit,2003,157000,1500,at,2wd,rhd,gasoline
1227,1030,toyota,passo,2009,20000,1000,at,2wd,rhd,gasoline
1228,1030,honda,airwave,2006,98000,1500,at,2wd,rhd,gasoline
1229,1030,honda,fit,2007,114000,1300,at,2wd,rhd,gasoline
1230,1030,honda,fit,2005,141000,1500,at,2wd,rhd,gasoline
1231,1030,honda,airwave,2005,103000,1500,at,2wd,rhd,gasoline
1232,1036,suzuki,swift,2008,89000,1200,at,2wd,rhd,gasoline
1233,1040,toyota,passo,2007,36000,1290,at,2wd,rhd,gasoline
1234,1040,toyota,vitz,2005,76000,990,at,2wd,rhd,gasoline
1235,1040,toyota,passo,2009,68000,990,at,2wd,rhd,gasoline
1236,1040,toyota,vitz,2005,6000,990,at,2wd,rhd,gasoline
1237,1040,toyota,vitz,2005,106000,1290,at,2wd,rhd,gasoline
1238,1040,toyota,sienta,2007,95000,1490,at,2wd,rhd,gasoline
1239,1040,toyota,raum,2006,84000,1490,at,2wd,rhd,gasoline
1240,1040,toyota,avensis,2005,70000,1990,at,2wd,rhd,gasoline
1241,1040,nissan,tiida,2009,100000,1490,at,2wd,rhd,gasoline
1242,1040,nissan,lafesta,2007,53000,1990,at,2wd,rhd,gasoline
1243,1040,toyota,ractis,2005,47000,1490,at,2wd,rhd,gasoline
1244,1040,toyota,corolla spacio,2003,78000,1490,at,2wd,rhd,gasoline
1245,1040,toyota,ractis,2007,91000,1290,at,2wd,rhd,gasoline
1246,1040,nissan,x-trail,2005,165000,1990,at,4wd,rhd,gasoline
1247,1040,nissan,march,2012,126000,1190,at,2wd,rhd,gasoline
1248,1040,toyota,raum,2005,39000,1490,at,2wd,rhd,gasoline
1249,1040,toyota,vitz,2005,38000,990,at,2wd,rhd,gasoline
1250,1040,toyota,ist,2005,72000,1290,at,2wd,rhd,gasoline
1251,1040,toyota,raum,2003,50000,1490,at,2wd,rhd,gasoline
1252,1040,toyota,ractis,2007,93000,1290,at,2wd,rhd,gasoline
1253,1040,toyota,ractis,2006,97000,1490,at,2wd,rhd,gasoline
1254,1040,toyota,ractis,2007,92000,1490,at,2wd,rhd,gasoline
1255,1040,toyota,ist,2005,175000,1290,at,2wd,rhd,gasoline
1256,1040,toyota,ractis,2009,82000,1490,at,2wd,rhd,gasoline
1257,1040,toyota,mark x,2004,167000,2490,at,2wd,rhd,gasoline
1258,1040,toyota,noah,2004,158000,1990,at,2wd,rhd,gasoline
1259,1040,toyota,brevis,2001,53000,2490,at,2wd,rhd,gasoline
1260,1040,toyota,allion,2004,152000,1790,at,4wd,rhd,gasoline
1261,1040,honda,fit,2004,112000,1500,at,2wd,rhd,gasoline
1262,1040,honda,fit,2003,121000,1300,at,2wd,rhd,gasoline
1263,1040,toyota,voxy,2005,115000,2000,at,2wd,rhd,gasoline
1264,1040,toyota,altezza,2000,43000,2000,at,2wd,rhd,gasoline
1265,1040,honda,fit,2006,36000,1300,at,2wd,rhd,gasoline
1266,1040,honda,inspire,2004,42000,2990,at,2wd,rhd,gasoline
1267,1040,honda,airwave,2008,80000,1490,at,2wd,rhd,gasoline
1268,1041,nissan,vanette van,2003,208434,1800,mt,2wd,rhd,gasoline
1269,1049,suzuki,alto,2005,107000,660,at,2wd,rhd,gasoline
1270,1050,suzuki,mr wagon,2013,180585,660,at,2wd,rhd,gasoline
1271,1050,suzuki,swift,2009,84000,1300,at,2wd,rhd,gasoline
1272,1050,suzuki,swift,2010,141000,1200,at,2wd,rhd,gasoline
1273,1050,suzuki,swift,2010,42000,1200,at,2wd,rhd,gasoline
1274,1050,honda,fit,2009,95000,1400,at,2wd,rhd,gasoline
1275,1050,toyota,ist,2005,36000,1300,at,2wd,rhd,gasoline
1276,1050,toyota,corolla spacio,2002,71000,1500,at,2wd,rhd,gasoline
1277,1050,mazda,tribute,2004,105962,2300,at,4wd,rhd,gasoline
1278,1050,honda,stream,2010,119000,1800,at,2wd,rhd,gasoline
1279,1050,honda,fit,2007,44000,1300,at,2wd,rhd,gasoline
1280,1050,daihatsu,move,2013,157422,660,at,4wd,rhd,gasoline
1281,1050,nissan,elgrand,2005,193000,2500,at,2wd,rhd,gasoline
1282,1050,honda,fit,2004,56000,1300,at,2wd,rhd,gasoline
1283,1050,nissan,cube,2003,72350,1400,at,2wd,rhd,gasoline
1284,1050,nissan,note,2007,31000,1500,at,2wd,rhd,gasoline
1285,1050,toyota,chaser,2001,74000,2000,at,2wd,rhd,gasoline
1286,1050,honda,fit,2004,101000,1300,at,2wd,rhd,gasoline
1287,1050,honda,fit,2003,92000,1300,at,2wd,rhd,gasoline
1288,1050,toyota,vitz,2009,100054,1000,at,2wd,rhd,gasoline
1289,1050,suzuki,swift,2009,137600,1240,at,2wd,rhd,gasoline
1290,1054,toyota,corolla runx,2004,43832,1500,at,2wd,rhd,gasoline
1291,1054,nissan,x-trail,2001,75165,2000,at,4wd,rhd,gasoline
1292,1054,toyota,wish,2004,40654,1800,at,2wd,rhd,gasoline
1293,1054,toyota,wish,2005,54651,1800,at,2wd,rhd,gasoline
1294,1054,toyota,vitz,2006,95721,1300,at,2wd,rhd,gasoline
1295,1054,toyota,vitz,2006,37171,1000,at,2wd,rhd,gasoline
1296,1054,toyota,vitz,2005,74610,1000,at,2wd,rhd,gasoline
1297,1054,toyota,vitz,2006,125445,1300,at,2wd,rhd,gasoline
1298,1054,toyota,passo,2010,96309,1000,at,2wd,rhd,gasoline
1299,1054,toyota,raum,2003,134343,1500,at,2wd,rhd,gasoline
1300,1054,toyota,crown,2004,183950,2500,at,2wd,rhd,gasoline
1301,1054,toyota,voltz,2002,136535,1800,mt,2wd,rhd,gasoline
1302,1054,honda,fit,2002,37858,1330,at,2wd,rhd,gasoline
1303,1054,toyota,mark x,2005,106400,2500,at,2wd,rhd,gasoline
1304,1059,suzuki,alto,2005,68000,660,at,2wd,rhd,gasoline
1305,1060,subaru,legacy touring wagon,2004,110000,2000,at,2wd,rhd,gasoline
1306,1060,toyota,noah,2003,87000,2000,at,2wd,rhd,gasoline
1307,1060,mazda,demio,2009,81000,1300,at,2wd,rhd,gasoline
1308,1060,toyota,vitz,2005,89000,1000,at,2wd,rhd,gasoline
1309,1060,mazda,demio,2009,92000,1300,at,2wd,rhd,gasoline
1310,1060,toyota,vitz,2007,108000,1000,at,2wd,rhd,gasoline
1311,1060,honda,fit,2007,82000,1300,at,2wd,rhd,gasoline
1312,1064,toyota,alphard,2005,104571,2400,at,2wd,rhd,gasoline
1313,1067,toyota,mark x,2007,10275,3000,at,2wd,rhd,gasoline
1314,1070,honda,insight,2009,152000,1300,at,2wd,rhd,gasoline
1315,1070,nissan,cube,2005,19800,1400,at,4wd,rhd,gasoline
1316,1070,toyota,wish,2005,48447,1800,at,2wd,rhd,gasoline
1317,1070,toyota,vitz,2007,59000,1000,at,2wd,rhd,gasoline
1318,1070,mazda,demio,2009,32000,1300,at,2wd,rhd,gasoline
1319,1070,honda,fit,2005,88000,1300,at,2wd,rhd,gasoline
1320,1070,honda,fit,2003,51000,1500,at,2wd,rhd,gasoline
1321,1072,toyota,ist,2003,177000,1300,at,2wd,rhd,gasoline
1322,1073,toyota,vitz,2005,125332,1300,at,2wd,rhd,gasoline
1323,1073,volkswagen,golf,2008,31558,1400,at,2wd,rhd,gasoline
1324,1076,toyota,allion,2004,70750,1790,at,2wd,rhd,gasoline
1325,1076,kia motors,visto,2000,132023,798,at,2wd,lhd,gasoline
1326,1078,nissan,tiida,2009,52000,1500,at,2wd,rhd,gasoline
1327,1080,honda,civic hybrid,2006,56000,1300,at,2wd,rhd,gasoline
1328,1080,toyota,raum,2003,84000,1490,at,2wd,rhd,gasoline
1329,1080,toyota,sienta,2007,115000,1490,at,2wd,rhd,gasoline
1330,1080,toyota,ractis,2007,97000,1490,at,2wd,rhd,gasoline
1331,1080,toyota,raum,2003,83000,1490,at,2wd,rhd,gasoline
1332,1080,toyota,avensis,2004,79000,1990,at,2wd,rhd,gasoline
1333,1080,toyota,crown,2005,144000,2490,at,2wd,rhd,gasoline
1334,1080,nissan,march,2012,109000,1190,at,2wd,rhd,gasoline
1335,1080,honda,elysion,2005,216000,2400,at,2wd,rhd,gasoline
1336,1080,honda,fit,2008,106000,1300,at,2wd,rhd,gasoline
1337,1080,toyota,noah,2003,94000,2000,at,2wd,rhd,gasoline
1338,1080,toyota,noah,2003,184000,2000,at,4wd,rhd,gasoline
1339,1080,toyota,raum,2005,111082,1500,at,4wd,rhd,gasoline
1340,1080,mazda,atenza,2003,110000,2300,at,2wd,rhd,gasoline
1341,1080,toyota,vitz,2005,95000,1000,at,2wd,rhd,gasoline
1342,1080,toyota,voxy,2003,100000,2000,at,2wd,rhd,gasoline
1343,1080,honda,fit,2003,80000,1300,at,2wd,rhd,gasoline
1344,1080,mazda,demio,2005,44000,1300,at,2wd,rhd,gasoline
1345,1080,toyota,vitz,2005,91000,1000,at,2wd,rhd,gasoline
1346,1080,toyota,sienta,2005,158000,1500,at,2wd,rhd,gasoline
1347,1080,toyota,vitz,2006,36000,1300,at,2wd,rhd,gasoline
1348,1080,volkswagen,polo,2004,40000,1400,at,2wd,rhd,gasoline
1349,1080,honda,fit,2001,34000,1300,at,2wd,rhd,gasoline
1350,1080,toyota,ipsum,2008,68550,2400,at,2wd,rhd,gasoline
1351,1082,toyota,voltz,2004,174233,1790,mt,2wd,rhd,gasoline
1352,1082,toyota,ist,2005,75147,1300,at,2wd,rhd,gasoline
1353,1082,suzuki,lapin,2002,102460,660,at,4wd,rhd,gasoline
1358,1088,toyota,alphard v,2003,120758,2400,at,2wd,rhd,gasoline
1361,1090,toyota,bb,2010,113000,1300,at,2wd,rhd,gasoline
1362,1090,toyota,voxy,2005,45442,2000,at,2wd,rhd,gasoline
1363,1090,toyota,isis,2005,88317,2000,at,2wd,rhd,gasoline
1364,1090,toyota,vitz,2007,68000,1000,at,2wd,rhd,gasoline
1365,1090,toyota,ractis,2011,67000,1300,at,2wd,rhd,gasoline
1366,1090,toyota,noah,2003,98000,2000,at,2wd,rhd,gasoline
1367,1090,honda,fit,2005,75000,1300,at,2wd,rhd,gasoline
1368,1090,honda,fit hybrid,2012,55000,1300,at,2wd,rhd,hybrid
1369,1090,suzuki,carry truck,2012,60000,660,mt,4wd,rhd,gasoline
1370,1090,honda,fit,2007,17000,1300,at,2wd,rhd,gasoline
1371,1090,honda,fit,2005,23000,1500,at,2wd,rhd,gasoline
1372,1092,mitsubishi,minicab truck,1995,107766,650,mt,4wd,rhd,gasoline
1373,1100,honda,stream,2010,114000,1800,at,2wd,rhd,gasoline
1374,1100,honda,fit,2010,87654,1300,at,2wd,rhd,gasoline
1375,1100,honda,stream,2010,79000,1800,at,2wd,rhd,gasoline
1376,1100,toyota,wish,2003,105000,1800,at,2wd,rhd,gasoline
1377,1100,honda,fit,2009,119500,1300,at,2wd,rhd,gasoline
1378,1100,mazda,verisa,2011,89000,1500,at,2wd,rhd,gasoline
1379,1100,suzuki,swift,2011,79000,1200,at,2wd,rhd,gasoline
1380,1100,honda,fit,2010,127000,1300,at,2wd,rhd,gasoline
1381,1100,nissan,wingroad,2013,157600,1500,at,2wd,rhd,gasoline
1382,1100,mazda,demio,2008,60000,1300,at,2wd,rhd,gasoline
1383,1100,honda,fit,2010,44000,1300,at,2wd,rhd,gasoline
1384,1100,toyota,ist,2005,65573,1300,at,2wd,rhd,gasoline
1385,1100,suzuki,swift,2009,184247,1200,at,2wd,rhd,gasoline
1386,1100,toyota,vitz,2005,93000,1000,at,2wd,rhd,gasoline
1387,1100,honda,fit,2009,105832,1300,at,2wd,rhd,gasoline
1388,1100,volkswagen,golf,2005,67000,2000,at,2wd,rhd,gasoline
1389,1100,toyota,vitz,2005,68000,1000,at,2wd,rhd,gasoline
1390,1100,mazda,tribute,2002,198000,2000,at,2wd,rhd,gasoline
1391,1100,volkswagen,polo,2003,158000,1400,at,2wd,rhd,gasoline
1392,1100,toyota,altezza,2000,125000,2000,at,2wd,rhd,gasoline
1393,1100,toyota,mark ii,2003,195000,2000,at,2wd,rhd,gasoline
1394,1100,honda,fit,2005,52000,1300,at,2wd,rhd,gasoline
1395,1100,toyota,ist,2005,65122,1300,at,2wd,rhd,gasoline
1396,1100,honda,acty truck,1997,122000,660,mt,2wd,rhd,gasoline
1397,1100,nissan,murano,2005,153400,2500,at,2wd,rhd,gasoline
1398,1100,mazda,premacy,2013,220000,2000,at,2wd,rhd,gasoline
1399,1100,honda,fit,2004,85000,1500,at,2wd,rhd,gasoline
1400,1100,toyota,wish,2008,97000,1790,at,2wd,rhd,gasoline
1401,1100,honda,accord,2005,127000,1990,at,2wd,rhd,gasoline
1402,1100,bmw,mini,2005,92556,1600,at,2wd,rhd,gasoline
1403,1100,nissan,bluebird sylphy,2004,33100,1490,mt,2wd,rhd,gasoline
1404,1100,toyota,vitz,2010,180800,1300,at,2wd,rhd,gasoline
1405,1100,toyota,vitz,2007,90500,1000,at,2wd,rhd,gasoline
1406,1100,toyota,avensis,2003,63000,1990,at,2wd,rhd,gasoline
1407,1100,toyota,voxy,2005,177400,2000,at,2wd,rhd,gasoline
1408,1100,honda,step wgn,2005,158000,2000,at,2wd,rhd,gasoline
1409,1100,toyota,probox,2004,81516,1500,at,2wd,rhd,cng
1410,1100,toyota,altezza,2001,149895,2000,at,2wd,rhd,gasoline
1411,1100,toyota,mark x,2005,102788,2500,at,2wd,rhd,gasoline
1412,1101,audi,a4,2005,59930,2000,at,2wd,rhd,gasoline
1413,1101,toyota,ractis,2007,64688,1300,at,2wd,rhd,gasoline
1414,1101,mercedes-benz,c-class,2001,77155,2000,at,2wd,rhd,gasoline
1415,1101,toyota,wish,2007,64094,1800,at,2wd,rhd,gasoline
1416,1101,toyota,mark x,2006,62040,2500,at,2wd,rhd,gasoline
1417,1101,toyota,mark x,2005,22690,2500,at,2wd,rhd,gasoline
1418,1101,toyota,vitz,2011,41011,1000,at,2wd,rhd,gasoline
1419,1101,toyota,alphard,2005,79401,2400,at,2wd,rhd,gasoline
1420,1101,toyota,ist,2005,47320,1500,at,2wd,rhd,gasoline
1421,1101,toyota,ist,2005,50155,1500,at,2wd,rhd,gasoline
1422,1101,toyota,corolla runx,2003,77151,1500,at,2wd,rhd,gasoline
1423,1101,toyota,ist,2005,71616,1300,at,2wd,rhd,gasoline
1424,1101,toyota,corolla sedan,2003,22150,1500,mt,2wd,rhd,gasoline
1425,1101,toyota,vitz,2011,52046,1000,at,2wd,rhd,gasoline
1426,1101,nissan,x-trail,2004,102000,1990,at,2wd,rhd,gasoline
1427,1101,mitsubishi,ek wagon,2007,97250,660,at,2wd,rhd,gasoline
1428,1104,mitsubishi,minicab truck,1998,96000,650,mt,2wd,rhd,gasoline
1429,1104,daihatsu,esse,2010,102000,650,at,2wd,rhd,gasoline
1430,1104,daihatsu,mira,2005,67000,650,at,2wd,rhd,gasoline
1431,1104,citroen,xsara picasso,2004,72000,1990,at,2wd,rhd,gasoline
1432,1110,toyota,vitz,2005,20000,990,at,2wd,rhd,gasoline
1433,1110,toyota,ractis,2007,99000,1490,at,2wd,rhd,gasoline
1434,1110,toyota,mark x,2007,69782,2500,at,2wd,rhd,gasoline
1435,1110,mazda,premacy,2011,43862,2000,at,2wd,rhd,gasoline
1436,1110,toyota,noah,2005,100000,2000,at,2wd,rhd,gasoline
1437,1110,toyota,mark x,2009,68909,2500,at,2wd,rhd,gasoline
1438,1110,honda,fit,2003,111000,1500,at,2wd,rhd,gasoline
1439,1110,honda,fit,2007,77000,1300,at,2wd,rhd,gasoline
1440,1110,toyota,voxy,2004,125000,2000,at,2wd,rhd,gasoline
1441,1110,nissan,x-trail,2004,136021,1990,at,4wd,rhd,gasoline
1442,1110,toyota,passo,2006,92052,1000,at,2wd,rhd,gasoline
1443,1110,toyota,allex,2005,78720,1500,at,2wd,rhd,gasoline
1444,1110,toyota,porte,2004,61932,1500,at,2wd,rhd,gasoline
1445,1110,toyota,vitz,2005,46500,1000,at,2wd,rhd,gasoline
1446,1110,toyota,vitz,2006,64352,1000,at,2wd,rhd,gasoline
1447,1110,toyota,vitz,2006,59266,1300,at,2wd,rhd,gasoline
1448,1112,toyota,vitz,2006,125647,1000,cvt,2wd,rhd,gasoline
1449,1120,toyota,vitz,2009,107189,1296,at,2wd,rhd,gasoline
1450,1120,toyota,mark x,2006,53702,2499,at,2wd,rhd,gasoline
1451,1120,toyota,corolla spacio,1999,29668,1587,at,2wd,rhd,gasoline
1452,1120,nissan,tiida,2009,23576,1498,at,2wd,rhd,gasoline
1453,1120,toyota,mark x,2004,73129,2499,at,2wd,rhd,gasoline
1454,1120,toyota,mark x,2005,102000,2500,at,2wd,rhd,gasoline
1455,1120,toyota,ist,2005,59196,1496,at,2wd,rhd,gasoline
1456,1120,toyota,vitz,2009,104901,1300,at,2wd,rhd,gasoline
1457,1120,mazda,rx-8,2004,129119,1300,mt,2wd,rhd,gasoline
1458,1120,toyota,mark x,2007,65503,2500,at,2wd,rhd,gasoline
1459,1120,toyota,ist,2003,74428,1500,at,2wd,rhd,gasoline
1460,1120,toyota,corona premio,2000,72733,2000,at,2wd,rhd,gasoline
1461,1120,toyota,vitz,2000,67197,1300,at,2wd,rhd,gasoline
1462,1120,nissan,tiida latio,2012,162734,1500,at,2wd,rhd,gasoline
1463,1120,toyota,ist,2003,103709,1300,at,2wd,rhd,gasoline
1464,1120,mazda,premacy,2008,106970,1998,at,2wd,rhd,gasoline
1465,1120,toyota,platz,2001,51135,1500,at,2wd,rhd,gasoline
1466,1120,toyota,vitz,2005,43449,1000,at,2wd,rhd,gasoline
1467,1120,toyota,alphard,2003,107892,3000,at,4wd,rhd,gasoline
1468,1120,mazda,premacy,2006,113197,1998,at,2wd,rhd,gasoline
1469,1120,bmw,mini,2003,86000,1600,at,2wd,rhd,gasoline
1470,1120,honda,fit,2005,92956,1500,at,2wd,rhd,gasoline
1471,1120,toyota,ist,2003,90300,1500,at,4wd,rhd,gasoline
1472,1120,smart,forfour,2003,114945,690,at,2wd,rhd,gasoline
1473,1120,toyota,bb,2006,131723,1500,at,2wd,rhd,gasoline
1474,1120,toyota,vitz,2007,61460,1300,at,2wd,rhd,gasoline
1475,1120,toyota,comfort,2003,497408,1990,at,2wd,rhd,lpg
1476,1120,suzuki,swift,2010,125000,1200,at,2wd,rhd,gasoline
1477,1120,honda,fit,2003,72500,1300,at,2wd,rhd,gasoline
1478,1120,toyota,porte,2005,110981,1300,at,2wd,rhd,gasoline
1479,1120,nissan,serena,2009,150400,2000,at,2wd,rhd,gasoline
1480,1120,honda,fit,2008,108136,1330,at,2wd,rhd,gasoline
1481,1120,honda,fit,2009,105753,1330,at,2wd,rhd,gasoline
1482,1120,nissan,x-trail,2004,112000,2000,at,4wd,rhd,gasoline
1483,1120,suzuki,alto,2006,97788,660,at,4wd,rhd,gasoline
1484,1120,daihatsu,miragino,2002,153000,660,at,2wd,rhd,gasoline
1485,1120,volkswagen,new beetle,2003,125872,2000,at,2wd,rhd,gasoline
1486,1120,toyota,fun cargo,2001,105398,1490,at,2wd,rhd,gasoline
1487,1120,mitsuoka,viewt,1996,110472,1270,at,2wd,rhd,gasoline
1488,1120,toyota,mark x,2005,119000,2500,at,2wd,rhd,gasoline
1489,1120,nissan,x-trail,2003,83500,2000,at,4wd,rhd,gasoline
1490,1120,honda,odyssey,2003,178000,2400,at,2wd,rhd,gasoline
1491,1120,toyota,passo,2006,105000,1000,at,2wd,rhd,gasoline
1492,1120,suzuki,every,2010,168894,650,at,2wd,rhd,gasoline
1493,1120,mitsubishi,canter guts,1997,125895,2350,at,2wd,rhd,lpg
1494,1120,nissan,bluebird sylphy,2005,66996,1800,at,2wd,rhd,gasoline
1495,1120,honda,odyssey,2004,125700,2400,cvt,2wd,rhd,gasoline
1496,1120,nissan,bluebird sylphy,2006,42000,1990,at,2wd,rhd,gasoline
1497,1120,mazda,atenza,2007,115000,2300,at,2wd,rhd,gasoline
1498,1120,honda,fit,2004,18000,1300,at,2wd,rhd,gasoline
1499,1120,honda,fit,2003,30000,1500,at,2wd,rhd,gasoline
1500,1120,honda,fit,2003,54000,1300,at,2wd,rhd,gasoline
1501,1120,honda,fit,2005,36000,1300,at,2wd,rhd,gasoline
1502,1120,honda,fit,2005,54000,1300,at,2wd,rhd,gasoline
1503,1120,nissan,note,2007,102000,1500,at,2wd,rhd,gasoline
1504,1120,suzuki,carry truck,1997,56800,660,mt,4wd,rhd,gasoline
1505,1121,toyota,ractis,2007,32775,1500,at,2wd,rhd,gasoline
1506,1122,toyota,regius wagon,1999,75012,2700,at,2wd,rhd,gasoline
1507,1123,nissan,sunny,2003,79000,1500,at,2wd,rhd,gasoline
1508,1127,nissan,tiida,2007,75000,1500,at,2wd,rhd,gasoline
1509,1129,toyota,corolla runx,2001,30165,1500,at,2wd,rhd,gasoline
1510,1129,toyota,ist,2004,114025,1290,at,2wd,rhd,gasoline
1511,1129,toyota,alphard,2004,145500,2400,at,2wd,rhd,gasoline
1512,1130,toyota,ractis,2007,71000,1290,at,2wd,rhd,gasoline
1513,1130,nissan,note,2011,100000,1490,at,2wd,rhd,gasoline
1514,1130,toyota,vitz,2005,46000,1290,at,2wd,rhd,gasoline
1515,1130,toyota,raum,2007,99000,1490,at,2wd,rhd,gasoline
1516,1130,subaru,legacy b4,2006,88000,1990,at,4wd,rhd,gasoline
1517,1130,toyota,wish,2003,196000,1790,at,2wd,rhd,gasoline
1518,1130,toyota,ist,2003,52000,1290,at,2wd,rhd,gasoline
1519,1130,volkswagen,golf,2009,33000,1380,at,2wd,rhd,gasoline
1520,1130,toyota,avensis,2004,55000,1990,at,2wd,rhd,gasoline
1521,1130,volkswagen,golf,2009,67000,1380,at,2wd,rhd,gasoline
1522,1130,suzuki,sx4,2008,139000,1490,at,2wd,rhd,gasoline
1523,1130,toyota,ractis,2007,95000,1490,at,2wd,rhd,gasoline
1524,1130,toyota,ractis,2007,99000,1490,at,2wd,rhd,gasoline
1525,1130,suzuki,aerio,2007,103000,1490,at,2wd,rhd,gasoline
1526,1130,toyota,vitz,2007,67000,1290,at,2wd,rhd,gasoline
1527,1130,toyota,ractis,2006,98000,1490,at,2wd,rhd,gasoline
1528,1130,toyota,ractis,2007,87000,1490,at,2wd,rhd,gasoline
1529,1130,toyota,corolla spacio,2003,85000,1490,at,2wd,rhd,gasoline
1530,1130,volvo,v70,2008,171000,2520,at,2wd,rhd,gasoline
1531,1130,honda,hr-v,2005,130000,1590,at,2wd,rhd,gasoline
1532,1130,toyota,alphard,2003,154000,2360,at,4wd,rhd,gasoline
1533,1130,suzuki,swift,2008,128000,1240,at,2wd,rhd,gasoline
1534,1130,toyota,corolla sedan,1999,112000,1490,at,2wd,rhd,gasoline
1535,1130,nissan,march,2012,112000,1190,at,2wd,rhd,gasoline
1536,1130,toyota,vitz,2004,34000,990,mt,2wd,rhd,gasoline
1537,1130,toyota,allion,2006,220000,1790,at,4wd,rhd,gasoline
1538,1130,toyota,caldina,1999,76000,1990,at,2wd,rhd,gasoline
1539,1130,toyota,raum,2009,89615,1500,at,2wd,rhd,gasoline
1540,1130,toyota,noah,2002,85000,1990,at,2wd,rhd,gasoline
1541,1130,toyota,mark x,2005,13737,2500,at,2wd,rhd,gasoline
1542,1130,toyota,vitz,2007,87000,1000,at,2wd,rhd,gasoline
1543,1130,honda,fit,2005,77000,1300,at,2wd,rhd,gasoline
1544,1130,toyota,vitz,2011,100888,1000,at,2wd,rhd,gasoline
1545,1130,toyota,noah,2002,162000,2000,at,2wd,rhd,gasoline
1546,1130,honda,fit,2004,80000,1300,at,2wd,rhd,gasoline
1547,1130,honda,fit,2003,113000,1300,at,2wd,rhd,gasoline
1548,1130,honda,fit,2002,94000,1500,at,2wd,rhd,gasoline
1549,1130,honda,fit,2002,134000,1300,at,2wd,rhd,gasoline
1550,1130,honda,fit,2006,53000,1300,at,2wd,rhd,gasoline
1551,1135,toyota,ractis,2007,50000,1500,at,2wd,rhd,gasoline
